GAME DATE,Away Team,Home Team,LOCATION
8/23/2025,Red Sox,Yankees,Yankee Stadium - Bronx
8/23/2025,Cubs,Angels,Angel Stadium - Anaheim
8/23/2025,Nationals,Phillies,Citizens Bank Park - Philadelphia
8/23/2025,Blue Jays,Marlins,loanDepot park - Miami
8/23/2025,Cardinals,Rays,Tropicana Field - St. Petersburg
8/23/2025,Rockies,Pirates,PNC Park - Pittsburgh
8/23/2025,Dodgers,Padres,Petco Park - San Diego
8/23/2025,Athletics,Mariners,T-Mobile Park - Seattle
8/23/2025,Twins,White Sox,Guaranteed Rate Field - Chicago
8/23/2025,Giants,Brewers,American Family Field - Milwaukee
8/23/2025,Royals,Tigers,Comerica Park - Detroit
8/23/2025,Guardians,Rangers,Globe Life Field - Arlington
8/23/2025,Reds,D-backs,Chase Field - Phoenix
8/24/2025,Mets,Braves,Truist Park - Atlanta
8/24/2025,Astros,Orioles,Oriole Park at Camden Yards - Baltimore
8/24/2025,Red Sox,Yankees,Yankee Stadium - Bronx
8/24/2025,Cubs,Angels,Angel Stadium - Anaheim
8/24/2025,Nationals,Phillies,Citizens Bank Park - Philadelphia
8/24/2025,Blue Jays,Marlins,loanDepot park - Miami
8/24/2025,Cardinals,Rays,Tropicana Field - St. Petersburg
8/24/2025,Rockies,Pirates,PNC Park - Pittsburgh
8/24/2025,Dodgers,Padres,Petco Park - San Diego
8/24/2025,Athletics,Mariners,T-Mobile Park - Seattle
8/24/2025,Twins,White Sox,Guaranteed Rate Field - Chicago
8/24/2025,Giants,Brewers,American Family Field - Milwaukee
8/24/2025,Royals,Tigers,Comerica Park - Detroit
8/24/2025,Guardians,Rangers,Globe Life Field - Arlington
8/24/2025,Reds,D-backs,Chase Field - Phoenix
8/25/2025,Braves,Marlins,loanDepot park - Miami
8/25/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
8/25/2025,Nationals,Yankees,Yankee Stadium - Bronx
8/25/2025,Twins,Blue Jays,Rogers Centre - Toronto
8/25/2025,Rays,Guardians,Progressive Field - Cleveland
8/25/2025,Pirates,Cardinals,Busch Stadium - St. Louis
8/25/2025,Phillies,Mets,Citi Field - Flushing
8/25/2025,Padres,Mariners,T-Mobile Park - Seattle
8/25/2025,Tigers,Athletics,Sutter Health Park - Sacramento
8/25/2025,D-backs,Brewers,American Family Field - Milwaukee
8/25/2025,Angels,Rangers,Globe Life Field - Arlington
8/25/2025,Reds,Dodgers,Dodger Stadium - Los Angeles
8/25/2025,Royals,White Sox,Guaranteed Rate Field - Chicago
8/26/2025,Braves,Marlins,loanDepot park - Miami
8/26/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
8/26/2025,Cubs,Giants,Oracle Park - San Francisco
8/26/2025,Nationals,Yankees,Yankee Stadium - Bronx
8/26/2025,Twins,Blue Jays,Rogers Centre - Toronto
8/26/2025,Rays,Guardians,Progressive Field - Cleveland
8/26/2025,Pirates,Cardinals,Busch Stadium - St. Louis
8/26/2025,Phillies,Mets,Citi Field - Flushing
8/26/2025,Padres,Mariners,T-Mobile Park - Seattle
8/26/2025,Tigers,Athletics,Sutter Health Park - Sacramento
8/26/2025,D-backs,Brewers,American Family Field - Milwaukee
8/26/2025,Angels,Rangers,Globe Life Field - Arlington
8/26/2025,Reds,Dodgers,Dodger Stadium - Los Angeles
8/26/2025,Rockies,Astros,Minute Maid Park - Houston
8/26/2025,Royals,White Sox,Guaranteed Rate Field - Chicago
8/27/2025,Braves,Marlins,loanDepot park - Miami
8/27/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
8/27/2025,Cubs,Giants,Oracle Park - San Francisco
8/27/2025,Nationals,Yankees,Yankee Stadium - Bronx
8/27/2025,Twins,Blue Jays,Rogers Centre - Toronto
8/27/2025,Rays,Guardians,Progressive Field - Cleveland
8/27/2025,Pirates,Cardinals,Busch Stadium - St. Louis
8/27/2025,Phillies,Mets,Citi Field - Flushing
8/27/2025,Padres,Mariners,T-Mobile Park - Seattle
8/27/2025,Tigers,Athletics,Sutter Health Park - Sacramento
8/27/2025,D-backs,Brewers,American Family Field - Milwaukee
8/27/2025,Angels,Rangers,Globe Life Field - Arlington
8/27/2025,Reds,Dodgers,Dodger Stadium - Los Angeles
8/27/2025,Rockies,Astros,Minute Maid Park - Houston
8/27/2025,Royals,White Sox,Guaranteed Rate Field - Chicago
8/28/2025,Braves,Phillies,Citizens Bank Park - Philadelphia
8/28/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
8/28/2025,Cubs,Giants,Oracle Park - San Francisco
8/28/2025,Pirates,Cardinals,Busch Stadium - St. Louis
8/28/2025,Yankees,White Sox,Guaranteed Rate Field - Chicago
8/28/2025,Marlins,Mets,Citi Field - Flushing
8/28/2025,D-backs,Brewers,American Family Field - Milwaukee
8/28/2025,Rockies,Astros,Minute Maid Park - Houston
8/29/2025,Braves,Phillies,Citizens Bank Park - Philadelphia
8/29/2025,Orioles,Giants,Oracle Park - San Francisco
8/29/2025,Pirates,Red Sox,Fenway Park - Boston
8/29/2025,Cubs,Rockies,Coors Field - Denver
8/29/2025,Rays,Nationals,Nationals Park - Washington
8/29/2025,Brewers,Blue Jays,Rogers Centre - Toronto
8/29/2025,Cardinals,Reds,Great American Ball Park - Cincinnati
8/29/2025,Padres,Twins,Target Field - Minneapolis
8/29/2025,Mariners,Guardians,Progressive Field - Cleveland
8/29/2025,Rangers,Athletics,Sutter Health Park - Sacramento
8/29/2025,Yankees,White Sox,Guaranteed Rate Field - Chicago
8/29/2025,Marlins,Mets,Citi Field - Flushing
8/29/2025,Angels,Astros,Minute Maid Park - Houston
8/29/2025,D-backs,Dodgers,Dodger Stadium - Los Angeles
8/29/2025,Tigers,Royals,Kauffman Stadium - Kansas City
8/30/2025,Braves,Phillies,Citizens Bank Park - Philadelphia
8/30/2025,Orioles,Giants,Oracle Park - San Francisco
8/30/2025,Pirates,Red Sox,Fenway Park - Boston
8/30/2025,Cubs,Rockies,Coors Field - Denver
8/30/2025,Rays,Nationals,Nationals Park - Washington
8/30/2025,Brewers,Blue Jays,Rogers Centre - Toronto
8/30/2025,Cardinals,Reds,Great American Ball Park - Cincinnati
8/30/2025,Padres,Twins,Target Field - Minneapolis
8/30/2025,Mariners,Guardians,Progressive Field - Cleveland
8/30/2025,Rangers,Athletics,Sutter Health Park - Sacramento
8/30/2025,Yankees,White Sox,Guaranteed Rate Field - Chicago
8/30/2025,Marlins,Mets,Citi Field - Flushing
8/30/2025,Angels,Astros,Minute Maid Park - Houston
8/30/2025,D-backs,Dodgers,Dodger Stadium - Los Angeles
8/30/2025,Tigers,Royals,Kauffman Stadium - Kansas City
8/31/2025,Braves,Phillies,Citizens Bank Park - Philadelphia
8/31/2025,Orioles,Giants,Oracle Park - San Francisco
8/31/2025,Pirates,Red Sox,Fenway Park - Boston
8/31/2025,Cubs,Rockies,Coors Field - Denver
8/31/2025,Rays,Nationals,Nationals Park - Washington
8/31/2025,Brewers,Blue Jays,Rogers Centre - Toronto
8/31/2025,Cardinals,Reds,Great American Ball Park - Cincinnati
8/31/2025,Padres,Twins,Target Field - Minneapolis
8/31/2025,Mariners,Guardians,Progressive Field - Cleveland
8/31/2025,Rangers,Athletics,Sutter Health Park - Sacramento
8/31/2025,Yankees,White Sox,Guaranteed Rate Field - Chicago
8/31/2025,Marlins,Mets,Citi Field - Flushing
8/31/2025,Angels,Astros,Minute Maid Park - Houston
8/31/2025,D-backs,Dodgers,Dodger Stadium - Los Angeles
8/31/2025,Tigers,Royals,Kauffman Stadium - Kansas City
9/1/2025,Braves,Cubs,Wrigley Field - Chicago
9/1/2025,Orioles,Padres,Petco Park - San Diego
9/1/2025,Guardians,Red Sox,Fenway Park - Boston
9/1/2025,Marlins,Nationals,Nationals Park - Washington
9/1/2025,Blue Jays,Reds,Great American Ball Park - Cincinnati
9/1/2025,Mariners,Rays,Tropicana Field - St. Petersburg
9/1/2025,Athletics,Cardinals,Busch Stadium - St. Louis
9/1/2025,Phillies,Brewers,American Family Field - Milwaukee
9/1/2025,Mets,Tigers,Comerica Park - Detroit
9/1/2025,White Sox,Twins,Target Field - Minneapolis
9/1/2025,Angels,Astros,Minute Maid Park - Houston
9/1/2025,Giants,Rockies,Coors Field - Denver
9/1/2025,Rangers,D-backs,Chase Field - Phoenix
9/2/2025,Braves,Cubs,Wrigley Field - Chicago
9/2/2025,Orioles,Padres,Petco Park - San Diego
9/2/2025,Guardians,Red Sox,Fenway Park - Boston
9/2/2025,Marlins,Nationals,Nationals Park - Washington
9/2/2025,Blue Jays,Reds,Great American Ball Park - Cincinnati
9/2/2025,Mariners,Rays,Tropicana Field - St. Petersburg
9/2/2025,Athletics,Cardinals,Busch Stadium - St. Louis
9/2/2025,Dodgers,Pirates,PNC Park - Pittsburgh
9/2/2025,Yankees,Astros,Minute Maid Park - Houston
9/2/2025,Mets,Tigers,Comerica Park - Detroit
9/2/2025,White Sox,Twins,Target Field - Minneapolis
9/2/2025,Angels,Royals,Kauffman Stadium - Kansas City
9/2/2025,Giants,Rockies,Coors Field - Denver
9/2/2025,Rangers,D-backs,Chase Field - Phoenix
9/3/2025,Braves,Cubs,Wrigley Field - Chicago
9/3/2025,Orioles,Padres,Petco Park - San Diego
9/3/2025,Guardians,Red Sox,Fenway Park - Boston
9/3/2025,Marlins,Nationals,Nationals Park - Washington
9/3/2025,Blue Jays,Reds,Great American Ball Park - Cincinnati
9/3/2025,Mariners,Rays,Tropicana Field - St. Petersburg
9/3/2025,Athletics,Cardinals,Busch Stadium - St. Louis
9/3/2025,Phillies,Brewers,American Family Field - Milwaukee
9/3/2025,Dodgers,Pirates,PNC Park - Pittsburgh
9/3/2025,Yankees,Astros,Minute Maid Park - Houston
9/3/2025,Mets,Tigers,Comerica Park - Detroit
9/3/2025,White Sox,Twins,Target Field - Minneapolis
9/3/2025,Angels,Royals,Kauffman Stadium - Kansas City
9/3/2025,Giants,Rockies,Coors Field - Denver
9/3/2025,Rangers,D-backs,Chase Field - Phoenix
9/4/2025,Guardians,Rays,Tropicana Field - St. Petersburg
9/4/2025,Phillies,Brewers,American Family Field - Milwaukee
9/4/2025,Dodgers,Pirates,PNC Park - Pittsburgh
9/4/2025,Yankees,Astros,Minute Maid Park - Houston
9/4/2025,White Sox,Twins,Target Field - Minneapolis
9/4/2025,Angels,Royals,Kauffman Stadium - Kansas City
9/5/2025,Mariners,Braves,Truist Park - Atlanta
9/5/2025,Dodgers,Orioles,Oriole Park at Camden Yards - Baltimore
9/5/2025,Red Sox,D-backs,Chase Field - Phoenix
9/5/2025,Nationals,Cubs,Wrigley Field - Chicago
9/5/2025,Blue Jays,Yankees,Yankee Stadium - Bronx
9/5/2025,Guardians,Rays,Tropicana Field - St. Petersburg
9/5/2025,Giants,Cardinals,Busch Stadium - St. Louis
9/5/2025,Phillies,Marlins,loanDepot park - Miami
9/5/2025,Brewers,Pirates,PNC Park - Pittsburgh
9/5/2025,Padres,Rockies,Coors Field - Denver
9/5/2025,Athletics,Angels,Angel Stadium - Anaheim
9/5/2025,Mets,Reds,Great American Ball Park - Cincinnati
9/5/2025,Twins,Royals,Kauffman Stadium - Kansas City
9/5/2025,White Sox,Tigers,Comerica Park - Detroit
9/5/2025,Astros,Rangers,Globe Life Field - Arlington
9/6/2025,Mariners,Braves,Truist Park - Atlanta
9/6/2025,Dodgers,Orioles,Oriole Park at Camden Yards - Baltimore
9/6/2025,Red Sox,D-backs,Chase Field - Phoenix
9/6/2025,Nationals,Cubs,Wrigley Field - Chicago
9/6/2025,Blue Jays,Yankees,Yankee Stadium - Bronx
9/6/2025,Guardians,Rays,Tropicana Field - St. Petersburg
9/6/2025,Giants,Cardinals,Busch Stadium - St. Louis
9/6/2025,Phillies,Marlins,loanDepot park - Miami
9/6/2025,Brewers,Pirates,PNC Park - Pittsburgh
9/6/2025,Padres,Rockies,Coors Field - Denver
9/6/2025,Athletics,Angels,Angel Stadium - Anaheim
9/6/2025,Mets,Reds,Great American Ball Park - Cincinnati
9/6/2025,Twins,Royals,Kauffman Stadium - Kansas City
9/6/2025,White Sox,Tigers,Comerica Park - Detroit
9/6/2025,Astros,Rangers,Globe Life Field - Arlington
9/7/2025,Mariners,Braves,Truist Park - Atlanta
9/7/2025,Dodgers,Orioles,Oriole Park at Camden Yards - Baltimore
9/7/2025,Red Sox,D-backs,Chase Field - Phoenix
9/7/2025,Nationals,Cubs,Wrigley Field - Chicago
9/7/2025,Blue Jays,Yankees,Yankee Stadium - Bronx
9/7/2025,Guardians,Rays,Tropicana Field - St. Petersburg
9/7/2025,Giants,Cardinals,Busch Stadium - St. Louis
9/7/2025,Phillies,Marlins,loanDepot park - Miami
9/7/2025,Brewers,Pirates,PNC Park - Pittsburgh
9/7/2025,Padres,Rockies,Coors Field - Denver
9/7/2025,Athletics,Angels,Angel Stadium - Anaheim
9/7/2025,Mets,Reds,Great American Ball Park - Cincinnati
9/7/2025,Twins,Royals,Kauffman Stadium - Kansas City
9/7/2025,White Sox,Tigers,Comerica Park - Detroit
9/7/2025,Astros,Rangers,Globe Life Field - Arlington
9/8/2025,Cubs,Braves,Truist Park - Atlanta
9/8/2025,Red Sox,Athletics,Sutter Health Park - Sacramento
9/8/2025,Nationals,Marlins,loanDepot park - Miami
9/8/2025,Cardinals,Mariners,T-Mobile Park - Seattle
9/8/2025,Mets,Phillies,Citizens Bank Park - Philadelphia
9/8/2025,Reds,Padres,Petco Park - San Diego
9/8/2025,Twins,Angels,Angel Stadium - Anaheim
9/8/2025,Brewers,Rangers,Globe Life Field - Arlington
9/8/2025,Rockies,Dodgers,Dodger Stadium - Los Angeles
9/8/2025,Royals,Guardians,Progressive Field - Cleveland
9/8/2025,D-backs,Giants,Oracle Park - San Francisco
9/9/2025,Cubs,Braves,Truist Park - Atlanta
9/9/2025,Pirates,Orioles,Oriole Park at Camden Yards - Baltimore
9/9/2025,Red Sox,Athletics,Sutter Health Park - Sacramento
9/9/2025,Nationals,Marlins,loanDepot park - Miami
9/9/2025,Astros,Blue Jays,Rogers Centre - Toronto
9/9/2025,Rays,White Sox,Guaranteed Rate Field - Chicago
9/9/2025,Cardinals,Mariners,T-Mobile Park - Seattle
9/9/2025,Mets,Phillies,Citizens Bank Park - Philadelphia
9/9/2025,Reds,Padres,Petco Park - San Diego
9/9/2025,Tigers,Yankees,Yankee Stadium - Bronx
9/9/2025,Twins,Angels,Angel Stadium - Anaheim
9/9/2025,Brewers,Rangers,Globe Life Field - Arlington
9/9/2025,Rockies,Dodgers,Dodger Stadium - Los Angeles
9/9/2025,Royals,Guardians,Progressive Field - Cleveland
9/9/2025,D-backs,Giants,Oracle Park - San Francisco
9/10/2025,Cubs,Braves,Truist Park - Atlanta
9/10/2025,Pirates,Orioles,Oriole Park at Camden Yards - Baltimore
9/10/2025,Red Sox,Athletics,Sutter Health Park - Sacramento
9/10/2025,Nationals,Marlins,loanDepot park - Miami
9/10/2025,Astros,Blue Jays,Rogers Centre - Toronto
9/10/2025,Rays,White Sox,Guaranteed Rate Field - Chicago
9/10/2025,Cardinals,Mariners,T-Mobile Park - Seattle
9/10/2025,Mets,Phillies,Citizens Bank Park - Philadelphia
9/10/2025,Reds,Padres,Petco Park - San Diego
9/10/2025,Tigers,Yankees,Yankee Stadium - Bronx
9/10/2025,Twins,Angels,Angel Stadium - Anaheim
9/10/2025,Brewers,Rangers,Globe Life Field - Arlington
9/10/2025,Rockies,Dodgers,Dodger Stadium - Los Angeles
9/10/2025,Royals,Guardians,Progressive Field - Cleveland
9/10/2025,D-backs,Giants,Oracle Park - San Francisco
9/11/2025,Pirates,Orioles,Oriole Park at Camden Yards - Baltimore
9/11/2025,Nationals,Marlins,loanDepot park - Miami
9/11/2025,Astros,Blue Jays,Rogers Centre - Toronto
9/11/2025,Rays,White Sox,Guaranteed Rate Field - Chicago
9/11/2025,Mets,Phillies,Citizens Bank Park - Philadelphia
9/11/2025,Rockies,Padres,Petco Park - San Diego
9/11/2025,Angels,Mariners,T-Mobile Park - Seattle
9/11/2025,Tigers,Yankees,Yankee Stadium - Bronx
9/11/2025,Royals,Guardians,Progressive Field - Cleveland
9/12/2025,Astros,Braves,Truist Park - Atlanta
9/12/2025,Orioles,Blue Jays,Rogers Centre - Toronto
9/12/2025,Yankees,Red Sox,Fenway Park - Boston
9/12/2025,Rays,Cubs,Wrigley Field - Chicago
9/12/2025,Pirates,Nationals,Nationals Park - Washington
9/12/2025,Cardinals,Brewers,American Family Field - Milwaukee
9/12/2025,Royals,Phillies,Citizens Bank Park - Philadelphia
9/12/2025,Rockies,Padres,Petco Park - San Diego
9/12/2025,Angels,Mariners,T-Mobile Park - Seattle
9/12/2025,Reds,Athletics,Sutter Health Park - Sacramento
9/12/2025,Rangers,Mets,Citi Field - Flushing
9/12/2025,D-backs,Twins,Target Field - Minneapolis
9/12/2025,Dodgers,Giants,Oracle Park - San Francisco
9/12/2025,Tigers,Marlins,loanDepot park - Miami
9/12/2025,White Sox,Guardians,Progressive Field - Cleveland
9/13/2025,Astros,Braves,Truist Park - Atlanta
9/13/2025,Orioles,Blue Jays,Rogers Centre - Toronto
9/13/2025,Yankees,Red Sox,Fenway Park - Boston
9/13/2025,Rays,Cubs,Wrigley Field - Chicago
9/13/2025,Pirates,Nationals,Nationals Park - Washington
9/13/2025,Cardinals,Brewers,American Family Field - Milwaukee
9/13/2025,Royals,Phillies,Citizens Bank Park - Philadelphia
9/13/2025,Rockies,Padres,Petco Park - San Diego
9/13/2025,Angels,Mariners,T-Mobile Park - Seattle
9/13/2025,Reds,Athletics,Sutter Health Park - Sacramento
9/13/2025,Rangers,Mets,Citi Field - Flushing
9/13/2025,D-backs,Twins,Target Field - Minneapolis
9/13/2025,Dodgers,Giants,Oracle Park - San Francisco
9/13/2025,Tigers,Marlins,loanDepot park - Miami
9/13/2025,White Sox,Guardians,Progressive Field - Cleveland
9/14/2025,Astros,Braves,Truist Park - Atlanta
9/14/2025,Orioles,Blue Jays,Rogers Centre - Toronto
9/14/2025,Yankees,Red Sox,Fenway Park - Boston
9/14/2025,Rays,Cubs,Wrigley Field - Chicago
9/14/2025,Pirates,Nationals,Nationals Park - Washington
9/14/2025,Cardinals,Brewers,American Family Field - Milwaukee
9/14/2025,Royals,Phillies,Citizens Bank Park - Philadelphia
9/14/2025,Rockies,Padres,Petco Park - San Diego
9/14/2025,Angels,Mariners,T-Mobile Park - Seattle
9/14/2025,Reds,Athletics,Sutter Health Park - Sacramento
9/14/2025,Rangers,Mets,Citi Field - Flushing
9/14/2025,D-backs,Twins,Target Field - Minneapolis
9/14/2025,Dodgers,Giants,Oracle Park - San Francisco
9/14/2025,Tigers,Marlins,loanDepot park - Miami
9/14/2025,White Sox,Guardians,Progressive Field - Cleveland
9/15/2025,Braves,Nationals,Nationals Park - Washington
9/15/2025,Orioles,White Sox,Guaranteed Rate Field - Chicago
9/15/2025,Cubs,Pirates,PNC Park - Pittsburgh
9/15/2025,Blue Jays,Rays,Tropicana Field - St. Petersburg
9/15/2025,Reds,Cardinals,Busch Stadium - St. Louis
9/15/2025,Phillies,Dodgers,Dodger Stadium - Los Angeles
9/15/2025,Yankees,Twins,Target Field - Minneapolis
9/15/2025,Rangers,Astros,Minute Maid Park - Houston
9/15/2025,Giants,D-backs,Chase Field - Phoenix
9/16/2025,Braves,Nationals,Nationals Park - Washington
9/16/2025,Orioles,White Sox,Guaranteed Rate Field - Chicago
9/16/2025,Athletics,Red Sox,Fenway Park - Boston
9/16/2025,Cubs,Pirates,PNC Park - Pittsburgh
9/16/2025,Blue Jays,Rays,Tropicana Field - St. Petersburg
9/16/2025,Reds,Cardinals,Busch Stadium - St. Louis
9/16/2025,Phillies,Dodgers,Dodger Stadium - Los Angeles
9/16/2025,Padres,Mets,Citi Field - Flushing
9/16/2025,Mariners,Royals,Kauffman Stadium - Kansas City
9/16/2025,Yankees,Twins,Target Field - Minneapolis
9/16/2025,Angels,Brewers,American Family Field - Milwaukee
9/16/2025,Marlins,Rockies,Coors Field - Denver
9/16/2025,Guardians,Tigers,Comerica Park - Detroit
9/16/2025,Rangers,Astros,Minute Maid Park - Houston
9/16/2025,Giants,D-backs,Chase Field - Phoenix
9/17/2025,Braves,Nationals,Nationals Park - Washington
9/17/2025,Orioles,White Sox,Guaranteed Rate Field - Chicago
9/17/2025,Athletics,Red Sox,Fenway Park - Boston
9/17/2025,Cubs,Pirates,PNC Park - Pittsburgh
9/17/2025,Blue Jays,Rays,Tropicana Field - St. Petersburg
9/17/2025,Reds,Cardinals,Busch Stadium - St. Louis
9/17/2025,Phillies,Dodgers,Dodger Stadium - Los Angeles
9/17/2025,Padres,Mets,Citi Field - Flushing
9/17/2025,Mariners,Royals,Kauffman Stadium - Kansas City
9/17/2025,Yankees,Twins,Target Field - Minneapolis
9/17/2025,Angels,Brewers,American Family Field - Milwaukee
9/17/2025,Marlins,Rockies,Coors Field - Denver
9/17/2025,Guardians,Tigers,Comerica Park - Detroit
9/17/2025,Rangers,Astros,Minute Maid Park - Houston
9/17/2025,Giants,D-backs,Chase Field - Phoenix
9/18/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
9/18/2025,Athletics,Red Sox,Fenway Park - Boston
9/18/2025,Cubs,Reds,Great American Ball Park - Cincinnati
9/18/2025,Blue Jays,Rays,Tropicana Field - St. Petersburg
9/18/2025,Padres,Mets,Citi Field - Flushing
9/18/2025,Mariners,Royals,Kauffman Stadium - Kansas City
9/18/2025,Angels,Brewers,American Family Field - Milwaukee
9/18/2025,Giants,Dodgers,Dodger Stadium - Los Angeles
9/18/2025,Marlins,Rockies,Coors Field - Denver
9/18/2025,Guardians,Tigers,Comerica Park - Detroit
9/19/2025,Braves,Tigers,Comerica Park - Detroit
9/19/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
9/19/2025,Red Sox,Rays,Tropicana Field - St. Petersburg
9/19/2025,Cubs,Reds,Great American Ball Park - Cincinnati
9/19/2025,Nationals,Mets,Citi Field - Flushing
9/19/2025,Blue Jays,Royals,Kauffman Stadium - Kansas City
9/19/2025,Brewers,Cardinals,Busch Stadium - St. Louis
9/19/2025,Phillies,D-backs,Chase Field - Phoenix
9/19/2025,Athletics,Pirates,PNC Park - Pittsburgh
9/19/2025,Padres,White Sox,Guaranteed Rate Field - Chicago
9/19/2025,Mariners,Astros,Minute Maid Park - Houston
9/19/2025,Guardians,Twins,Target Field - Minneapolis
9/19/2025,Angels,Rockies,Coors Field - Denver
9/19/2025,Giants,Dodgers,Dodger Stadium - Los Angeles
9/19/2025,Marlins,Rangers,Globe Life Field - Arlington
9/20/2025,Braves,Tigers,Comerica Park - Detroit
9/20/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
9/20/2025,Red Sox,Rays,Tropicana Field - St. Petersburg
9/20/2025,Cubs,Reds,Great American Ball Park - Cincinnati
9/20/2025,Nationals,Mets,Citi Field - Flushing
9/20/2025,Blue Jays,Royals,Kauffman Stadium - Kansas City
9/20/2025,Brewers,Cardinals,Busch Stadium - St. Louis
9/20/2025,Phillies,D-backs,Chase Field - Phoenix
9/20/2025,Athletics,Pirates,PNC Park - Pittsburgh
9/20/2025,Padres,White Sox,Guaranteed Rate Field - Chicago
9/20/2025,Mariners,Astros,Minute Maid Park - Houston
9/20/2025,Guardians,Twins,Target Field - Minneapolis
9/20/2025,Angels,Rockies,Coors Field - Denver
9/20/2025,Giants,Dodgers,Dodger Stadium - Los Angeles
9/20/2025,Marlins,Rangers,Globe Life Field - Arlington
9/21/2025,Braves,Tigers,Comerica Park - Detroit
9/21/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
9/21/2025,Red Sox,Rays,Tropicana Field - St. Petersburg
9/21/2025,Cubs,Reds,Great American Ball Park - Cincinnati
9/21/2025,Nationals,Mets,Citi Field - Flushing
9/21/2025,Blue Jays,Royals,Kauffman Stadium - Kansas City
9/21/2025,Brewers,Cardinals,Busch Stadium - St. Louis
9/21/2025,Phillies,D-backs,Chase Field - Phoenix
9/21/2025,Athletics,Pirates,PNC Park - Pittsburgh
9/21/2025,Padres,White Sox,Guaranteed Rate Field - Chicago
9/21/2025,Mariners,Astros,Minute Maid Park - Houston
9/21/2025,Guardians,Twins,Target Field - Minneapolis
9/21/2025,Angels,Rockies,Coors Field - Denver
9/21/2025,Giants,Dodgers,Dodger Stadium - Los Angeles
9/21/2025,Marlins,Rangers,Globe Life Field - Arlington
9/22/2025,Nationals,Braves,Truist Park - Atlanta
9/22/2025,Cardinals,Giants,Oracle Park - San Francisco
9/22/2025,Brewers,Padres,Petco Park - San Diego
9/23/2025,Nationals,Braves,Truist Park - Atlanta
9/23/2025,Rays,Orioles,Oriole Park at Camden Yards - Baltimore
9/23/2025,Red Sox,Blue Jays,Rogers Centre - Toronto
9/23/2025,Mets,Cubs,Wrigley Field - Chicago
9/23/2025,Cardinals,Giants,Oracle Park - San Francisco
9/23/2025,Marlins,Phillies,Citizens Bank Park - Philadelphia
9/23/2025,Pirates,Reds,Great American Ball Park - Cincinnati
9/23/2025,Brewers,Padres,Petco Park - San Diego
9/23/2025,Rockies,Mariners,T-Mobile Park - Seattle
9/23/2025,Astros,Athletics,Sutter Health Park - Sacramento
9/23/2025,White Sox,Yankees,Yankee Stadium - Bronx
9/23/2025,Twins,Rangers,Globe Life Field - Arlington
9/23/2025,Royals,Angels,Angel Stadium - Anaheim
9/23/2025,Dodgers,D-backs,Chase Field - Phoenix
9/23/2025,Tigers,Guardians,Progressive Field - Cleveland
9/24/2025,Nationals,Braves,Truist Park - Atlanta
9/24/2025,Rays,Orioles,Oriole Park at Camden Yards - Baltimore
9/24/2025,Red Sox,Blue Jays,Rogers Centre - Toronto
9/24/2025,Mets,Cubs,Wrigley Field - Chicago
9/24/2025,Cardinals,Giants,Oracle Park - San Francisco
9/24/2025,Marlins,Phillies,Citizens Bank Park - Philadelphia
9/24/2025,Pirates,Reds,Great American Ball Park - Cincinnati
9/24/2025,Brewers,Padres,Petco Park - San Diego
9/24/2025,Rockies,Mariners,T-Mobile Park - Seattle
9/24/2025,Astros,Athletics,Sutter Health Park - Sacramento
9/24/2025,White Sox,Yankees,Yankee Stadium - Bronx
9/24/2025,Twins,Rangers,Globe Life Field - Arlington
9/24/2025,Royals,Angels,Angel Stadium - Anaheim
9/24/2025,Dodgers,D-backs,Chase Field - Phoenix
9/24/2025,Tigers,Guardians,Progressive Field - Cleveland
9/25/2025,Rays,Orioles,Oriole Park at Camden Yards - Baltimore
9/25/2025,Red Sox,Blue Jays,Rogers Centre - Toronto
9/25/2025,Mets,Cubs,Wrigley Field - Chicago
9/25/2025,Marlins,Phillies,Citizens Bank Park - Philadelphia
9/25/2025,Pirates,Reds,Great American Ball Park - Cincinnati
9/25/2025,Rockies,Mariners,T-Mobile Park - Seattle
9/25/2025,Astros,Athletics,Sutter Health Park - Sacramento
9/25/2025,White Sox,Yankees,Yankee Stadium - Bronx
9/25/2025,Twins,Rangers,Globe Life Field - Arlington
9/25/2025,Royals,Angels,Angel Stadium - Anaheim
9/25/2025,Dodgers,D-backs,Chase Field - Phoenix
9/25/2025,Tigers,Guardians,Progressive Field - Cleveland
9/26/2025,Pirates,Braves,Truist Park - Atlanta
9/26/2025,Orioles,Yankees,Yankee Stadium - Bronx
9/26/2025,Tigers,Red Sox,Fenway Park - Boston
9/26/2025,Cardinals,Cubs,Wrigley Field - Chicago
9/26/2025,White Sox,Nationals,Nationals Park - Washington
9/26/2025,Rays,Blue Jays,Rogers Centre - Toronto
9/26/2025,Twins,Phillies,Citizens Bank Park - Philadelphia
9/26/2025,D-backs,Padres,Petco Park - San Diego
9/26/2025,Dodgers,Mariners,T-Mobile Park - Seattle
